"115.20,-9.27,-8.59,2.52,2.50"
"115.41,-10.12,-5.49,2.52,2.51"
"115.62,-8.22,-10.02,2.52,2.51"
"115.83,-7.11,-5.93,2.51,2.52"
"116.04,-7.08,-8.34,2.52,2.51"
"116.25,-11.69,-10.76,2.52,2.51"
"116.45,-5.88,-9.39,2.52,2.51"
"116.66,-9.63,-13.76,2.52,2.50"
"116.87,-11.59,-15.10,2.52,2.50"
"117.08,-7.50,-10.15,2.53,2.51"
"117.29,-7.67,-10.17,2.52,2.50"
"117.50,-5.33,-7.54,2.52,2.49"
"117.70,-11.91,-8.53,2.52,2.51"
"117.91,-5.48,-7.44,2.54,2.52"
"118.12,-10.55,-8.93,2.52,2.51"
"118.33,-8.15,-13.52,2.52,2.50"
"118.54,-10.37,-3.83,2.53,2.49"
"118.75,-8.09,-7.77,2.52,2.51"
"118.95,-8.65,-9.46,2.53,2.51"
"119.16,-8.73,-7.33,2.51,2.50"
"119.37,-8.91,-9.82,2.52,2.51"
"119.58,-14.66,-11.24,2.52,2.50"
"119.79,-5.96,-10.03,2.52,2.51"
"120.00,-10.89,-9.17,2.53,2.50"
"120.20,-11.24,-12.02,2.52,2.51"
"120.41,-6.08,-9.49,2.53,2.51"
"120.62,-15.33,-10.86,2.51,2.49"
"120.83,-15.59,-11.30,2.51,2.51"
"121.04,-10.53,-12.90,2.54,2.52"
"121.25,-7.86,-5.78,2.52,2.51"
"121.45,-8.03,-9.40,2.52,2.51"
"121.66,-11.83,-11.25,2.51,2.52"
"121.87,-5.64,-7.82,2.51,2.51"
