Time,X,Y,Z,Sound
66547,9.68,-1.43,-1.60,2.54
66578,9.60,-1.57,-1.55,2.54
66608,9.54,-1.55,-1.58,2.54
66637,9.56,-1.70,-1.72,2.55
66668,9.57,-1.51,-1.55,2.53
66698,9.55,-1.51,-1.59,2.54
66728,9.45,-1.65,-1.71,2.54
66758,9.53,-1.52,-1.58,2.54
66789,9.49,-1.57,-1.70,2.55
66819,9.47,-1.57,-1.65,2.53
66849,9.31,-1.69,-1.77,2.54
66879,9.39,-1.60,-1.55,2.55
66910,9.39,-1.67,-1.68,2.55
66939,9.33,-1.87,-1.75,2.54
66969,9.59,-1.57,-1.64,2.54
67000,9.48,-1.60,-1.62,2.54
67030,9.50,-1.67,-1.59,2.54
67060,9.63,-1.57,-1.55,2.54
67090,9.71,-1.57,-1.53,2.54
67121,9.49,-1.60,-1.67,2.54
67150,9.48,-1.69,-1.67,2.55
67181,9.47,-1.52,-1.59,2.54
67211,9.23,-1.66,-1.60,2.55
67241,9.35,-1.67,-1.62,2.55
67271,9.60,-1.53,-1.60,2.54
67301,9.50,-1.54,-1.57,2.55
67332,9.48,-1.63,-1.67,2.54
67361,9.60,-1.53,-1.64,2.54
67392,9.65,-1.54,-1.60,2.55
67422,9.50,-1.64,-1.64,2.54
67452,9.39,-1.78,-1.76,2.57
67482,9.69,-1.51,-1.62,2.55
67513,9.80,-1.54,-1.48,2.54
67543,9.47,-1.72,-1.60,2.54
67572,9.57,-1.50,-1.57,2.55
67603,9.66,-1.59,-1.65,2.54
67633,9.52,-1.69,-1.63,2.54
67663,9.49,-1.62,-1.60,2.53
67693,9.69,-1.45,-1.60,2.54
67724,9.63,-1.50,-1.61,2.54
67753,9.40,-1.64,-1.64,2.54
67784,9.58,-1.53,-1.56,2.56
67814,9.60,-1.56,-1.57,2.54
67845,9.48,-1.63,-1.60,2.54
67874,9.33,-1.68,-1.70,2.54
67904,9.62,-1.56,-1.50,2.55
67935,9.55,-1.58,-1.64,2.54
67964,9.40,-1.70,-1.82,2.54
67995,9.59,-1.40,-1.51,2.55
68025,9.75,-1.48,-1.61,2.53
68056,9.45,-1.65,-1.63,2.54
68085,9.62,-1.53,-1.67,2.54
68116,9.60,-1.63,-1.61,2.56
68146,9.47,-1.59,-1.75,2.54
68176,9.40,-1.70,-1.77,2.54
68206,9.69,-1.56,-1.51,2.54
68236,9.67,-1.58,-1.62,2.54
68267,9.52,-1.70,-1.71,2.54
68296,9.56,-1.54,-1.58,2.55
68327,9.67,-1.58,-1.62,2.54
68357,9.44,-1.67,-1.75,2.54
68387,9.38,-1.66,-1.64,2.53
68417,9.54,-1.63,-1.68,2.54
68448,9.41,-1.60,-1.79,2.53
68477,9.38,-1.72,-1.64,2.54
68508,9.54,-1.49,-1.63,2.53
68538,9.52,-1.59,-1.58,2.54
68568,9.43,-1.74,-1.70,2.54
68598,9.38,-1.57,-1.66,2.54
68628,9.55,-1.61,-1.68,2.54
68659,9.42,-1.66,-1.70,2.54
68688,9.59,-1.62,-1.66,2.55
68719,9.49,-1.61,-1.65,2.54
68749,9.44,-1.65,-1.74,2.54
68780,9.44,-1.66,-1.67,2.55
68809,9.57,-1.61,-1.69,2.52
68840,9.65,-1.59,-1.58,2.54
68870,9.50,-1.67,-1.70,2.54
68899,9.54,-1.60,-1.62,2.55
68930,9.66,-1.45,-1.57,2.54
68960,9.66,-1.54,-1.56,2.53
68990,9.43,-1.65,-1.70,2.54
69020,9.61,-1.49,-1.53,2.55
69051,9.41,-1.62,-1.67,2.54
69081,9.36,-1.77,-1.68,2.53
69111,9.47,-1.57,-1.67,2.53
69141,9.53,-1.51,-1.63,2.55
69171,9.36,-1.58,-1.65,2.54
69201,9.39,-1.75,-1.65,2.56
69231,9.66,-1.44,-1.56,2.54
69262,9.64,-1.46,-1.56,2.55
69292,9.36,-1.65,-1.71,2.54
69322,9.57,-1.50,-1.58,2.54
69352,9.63,-1.59,-1.54,2.54
69383,9.47,-1.56,-1.67,2.54
69412,9.56,-1.71,-1.75,2.54
69443,9.56,-1.54,-1.52,2.53
69473,9.53,-1.55,-1.56,2.54
69502,9.49,-1.69,-1.68,2.54
69533,9.60,-1.54,-1.60,2.53
69563,9.58,-1.61,-1.61,2.54
69594,9.43,-1.58,-1.58,2.54
69623,9.62,-1.60,-1.65,2.53
69654,9.59,-1.59,-1.60,2.54
69684,9.56,-1.51,-1.73,2.54
69714,9.47,-1.66,-1.68,2.54
69744,9.60,-1.54,-1.57,2.54
69775,9.56,-1.57,-1.49,2.53
69805,9.46,-1.72,-1.75,2.54
69834,9.50,-1.54,-1.63,2.55
69865,9.54,-1.66,-1.59,2.55
69895,9.50,-1.63,-1.63,2.55
69925,9.56,-1.66,-1.69,2.54
69955,9.58,-1.53,-1.57,2.55
69986,9.67,-1.58,-1.60,2.54
70016,9.46,-1.64,-1.59,2.54
70046,9.63,-1.51,-1.62,2.55
70076,9.62,-1.55,-1.61,2.54
70107,9.41,-1.67,-1.70,2.54
70136,9.47,-1.59,-1.68,2.54
70166,9.57,-1.60,-1.67,2.54
70197,9.59,-1.60,-1.71,2.54
70226,9.42,-1.65,-1.68,2.54
70257,9.68,-1.44,-1.55,2.53
70287,9.55,-1.63,-1.62,2.55
70318,9.53,-1.58,-1.54,2.54
70347,9.74,-1.51,-1.56,2.54
70378,9.52,-1.56,-1.66,2.53
70408,9.55,-1.62,-1.64,2.54
70438,9.53,-1.70,-1.60,2.54
70468,9.58,-1.48,-1.54,2.54
70498,9.59,-1.44,-1.53,2.54
70529,9.53,-1.58,-1.65,2.54
70558,9.57,-1.48,-1.61,2.55
70589,9.57,-1.61,-1.69,2.54
70619,9.69,-1.50,-1.55,2.54
70649,9.50,-1.65,-1.72,2.55
70679,9.64,-1.52,-1.62,2.54
70710,9.58,-1.54,-1.64,2.53
70739,9.48,-1.68,-1.62,2.54
70770,9.61,-1.54,-1.68,2.54
70800,9.54,-1.56,-1.65,2.55
70830,9.53,-1.52,-1.56,2.54
70860,9.38,-1.65,-1.69,2.54
70890,9.59,-1.63,-1.64,2.54
70921,9.39,-1.61,-1.76,2.54
70950,9.36,-1.64,-1.60,2.54
70981,9.71,-1.52,-1.52,2.54
71011,9.59,-1.50,-1.67,2.54
71042,9.51,-1.61,-1.61,2.55
71071,9.68,-1.56,-1.54,2.53
71101,9.58,-1.63,-1.64,2.54
71132,9.39,-1.69,-1.70,2.54
71161,9.48,-1.69,-1.71,2.54
71192,9.60,-1.57,-1.64,2.54
71222,9.44,-1.58,-1.67,2.54
71252,9.49,-1.66,-1.52,2.54
71282,9.62,-1.49,-1.66,2.55
71313,9.61,-1.59,-1.62,2.54
71343,9.46,-1.62,-1.61,2.54
71373,9.62,-1.46,-1.58,2.54
71403,9.55,-1.58,-1.61,2.54
71433,9.43,-1.66,-1.66,2.53
71463,9.37,-1.74,-1.74,2.54
71493,9.49,-1.62,-1.56,2.53
71524,9.48,-1.59,-1.64,2.54
71554,9.29,-1.80,-1.71,2.54
71584,9.53,-1.53,-1.63,2.55
71614,9.58,-1.60,-1.68,2.53
71645,9.40,-1.60,-1.68,2.54
71674,9.41,-1.71,-1.56,2.54
71705,9.62,-1.50,-1.52,2.55
71735,9.63,-1.58,-1.64,2.54
71764,9.43,-1.68,-1.64,2.54
71795,9.55,-1.50,-1.55,2.54
71825,9.58,-1.57,-1.60,2.54
71856,9.57,-1.66,-1.56,2.54
71885,9.60,-1.50,-1.78,2.54
71916,9.55,-1.53,-1.57,2.54
71946,9.45,-1.57,-1.66,2.54
71976,9.45,-1.73,-1.73,2.53
72006,9.50,-1.51,-1.63,2.54
72037,9.64,-1.53,-1.61,2.54
72067,9.46,-1.75,-1.72,2.53
72096,9.49,-1.66,-1.65,2.54
72127,9.66,-1.47,-1.55,2.54
72157,9.48,-1.58,-1.69,2.54
72187,9.37,-1.72,-1.67,2.54
72217,9.66,-1.50,-1.53,2.54
72248,9.57,-1.55,-1.62,2.54
72278,9.34,-1.72,-1.76,2.55
72308,9.47,-1.53,-1.73,2.54
72338,9.70,-1.56,-1.56,2.54
72369,9.51,-1.54,-1.65,2.54
72398,9.50,-1.60,-1.72,2.54
72428,9.62,-1.56,-1.56,2.54
72459,9.54,-1.56,-1.64,2.55
72488,9.42,-1.63,-1.75,2.54
72519,9.62,-1.46,-1.47,2.55
72549,9.67,-1.53,-1.56,2.54
72580,9.50,-1.68,-1.61,2.54
72609,9.72,-1.50,-1.61,2.54
72640,9.65,-1.54,-1.58,2.53
72670,9.35,-1.73,-1.68,2.54
72700,9.46,-1.61,-1.67,2.54
72730,9.67,-1.57,-1.72,2.54
72760,9.45,-1.58,-1.76,2.53
72791,9.38,-1.75,-1.69,2.55
72820,9.56,-1.52,-1.60,2.54
72851,9.65,-1.61,-1.63,2.54
72881,9.38,-1.64,-1.63,2.54
72911,9.52,-1.65,-1.68,2.55
72941,9.69,-1.52,-1.46,2.55
72972,9.63,-1.59,-1.53,2.53
73001,9.54,-1.67,-1.64,2.55
73031,9.65,-1.44,-1.47,2.54
73062,9.62,-1.54,-1.52,2.54
73092,9.48,-1.64,-1.62,2.54
73122,9.63,-1.58,-1.68,2.54
73152,9.62,-1.57,-1.59,2.54
73183,9.50,-1.56,-1.66,2.54
73212,9.39,-1.76,-1.75,2.54
73243,9.58,-1.50,-1.58,2.54
73273,9.58,-1.54,-1.51,2.54
73304,9.43,-1.75,-1.65,2.53
73333,9.72,-1.44,-1.64,2.54
73363,9.58,-1.69,-1.66,2.54
73394,9.57,-1.50,-1.58,2.53
73423,9.51,-1.71,-1.69,2.54
73454,9.61,-1.52,-1.58,2.54
73484,9.71,-1.51,-1.61,2.54
73515,9.42,-1.69,-1.64,2.54
73544,9.66,-1.53,-1.58,2.54
73575,9.60,-1.57,-1.52,2.54
73605,9.41,-1.64,-1.68,2.55
73635,9.51,-1.66,-1.64,2.54
73665,9.63,-1.53,-1.55,2.54
73695,9.61,-1.51,-1.62,2.54
73725,9.37,-1.75,-1.70,2.54
73755,9.44,-1.64,-1.60,2.55
73786,9.62,-1.55,-1.68,2.54
73816,9.49,-1.63,-1.60,2.54
73846,9.54,-1.64,-1.64,2.54
73876,9.69,-1.55,-1.60,2.54
73907,9.59,-1.56,-1.58,2.54
73936,9.48,-1.58,-1.72,2.54
73967,9.44,-1.58,-1.61,2.54
73997,9.48,-1.60,-1.66,2.53
74027,9.37,-1.65,-1.70,2.54
74057,9.50,-1.58,-1.66,2.53
74087,9.50,-1.69,-1.70,2.53
74118,9.46,-1.61,-1.62,2.54
74147,9.44,-1.66,-1.59,2.54
74178,9.56,-1.58,-1.64,2.54
74208,9.39,-1.61,-1.73,2.53
74238,9.56,-1.68,-1.50,2.54
74268,9.56,-1.50,-1.61,2.54
74299,9.56,-1.65,-1.65,2.54
74329,9.35,-1.64,-1.73,2.54
74358,9.48,-1.60,-1.64,2.55
74389,9.73,-1.51,-1.51,2.54
74419,9.48,-1.62,-1.78,2.54
74449,9.46,-1.66,-1.61,2.53
74479,9.61,-1.50,-1.64,2.53
74510,9.70,-1.58,-1.58,2.53
74540,9.49,-1.64,-1.69,2.54
74570,9.56,-1.47,-1.53,2.55
74600,9.59,-1.60,-1.64,2.55
74631,9.62,-1.62,-1.57,2.54
74660,9.33,-1.74,-1.76,2.54
74690,9.62,-1.51,-1.51,2.54
74721,9.63,-1.44,-1.60,2.54
74750,9.37,-1.68,-1.76,2.53
74781,9.52,-1.49,-1.54,2.54
74811,9.69,-1.51,-1.62,2.54
74842,9.54,-1.62,-1.60,2.54
74871,9.39,-1.72,-1.65,2.54
74902,9.59,-1.55,-1.52,2.54
74932,9.64,-1.58,-1.63,2.54
74961,9.37,-1.71,-1.76,2.54
74992,9.62,-1.60,-1.59,2.54
75022,9.60,-1.57,-1.61,2.55
75053,9.26,-1.71,-1.72,2.55
75082,9.72,-1.59,-1.60,2.54
75113,9.75,-1.49,-1.61,2.54
75143,9.45,-1.63,-1.70,2.54
75173,9.52,-1.62,-1.58,2.54
75203,9.67,-1.53,-1.66,2.53
75234,9.47,-1.55,-1.70,2.54
75264,9.42,-1.69,-1.77,2.54
75293,9.64,-1.48,-1.65,2.54
75324,9.59,-1.60,-1.46,2.54
75354,9.43,-1.69,-1.64,2.54
75384,9.44,-1.69,-1.76,2.53
75414,9.56,-1.57,-1.66,2.54
75445,9.39,-1.65,-1.68,2.54
75474,9.41,-1.66,-1.77,2.54
75505,9.68,-1.51,-1.50,2.54
75535,9.56,-1.63,-1.59,2.54
75566,9.50,-1.58,-1.68,2.54
75595,9.65,-1.46,-1.52,2.55
75625,9.63,-1.56,-1.63,2.54
75656,9.50,-1.57,-1.60,2.54
75685,9.39,-1.65,-1.71,2.54
75716,9.80,-1.42,-1.42,2.54
75746,9.52,-1.48,-1.59,2.54
75777,9.37,-1.71,-1.65,2.54
75806,9.59,-1.48,-1.56,2.53
75837,9.51,-1.57,-1.66,2.54
75867,9.45,-1.67,-1.70,2.55
75897,9.55,-1.51,-1.59,2.55
75927,9.72,-1.52,-1.57,2.55
75957,9.48,-1.57,-1.67,2.55
75987,9.39,-1.73,-1.75,2.54
76017,9.55,-1.53,-1.71,2.54
76048,9.48,-1.56,-1.72,2.54
76078,9.38,-1.68,-1.64,2.54
76108,9.69,-1.52,-1.53,2.54
76138,9.63,-1.64,-1.67,2.54
76169,9.39,-1.69,-1.70,2.54
76198,9.58,-1.54,-1.58,2.55
76229,9.67,-1.58,-1.57,2.54
76259,9.48,-1.66,-1.65,2.54
76289,9.59,-1.56,-1.56,2.54
76319,9.69,-1.52,-1.54,2.55
76349,9.63,-1.57,-1.56,2.54
76380,9.50,-1.78,-1.66,2.54
76409,9.55,-1.53,-1.62,2.54
76440,9.55,-1.54,-1.59,2.54
76470,9.42,-1.73,-1.69,2.55
76500,9.62,-1.51,-1.57,2.56
76530,9.67,-1.57,-1.59,2.55
76561,9.48,-1.54,-1.64,2.53
76591,9.47,-1.61,-1.65,2.54
76620,9.61,-1.53,-1.58,2.54
76651,9.62,-1.57,-1.67,2.54
76681,9.46,-1.64,-1.64,2.53
76711,9.55,-1.53,-1.54,2.54
76741,9.67,-1.57,-1.59,2.54
76772,9.50,-1.64,-1.60,2.54
76802,9.60,-1.51,-1.49,2.53
76832,9.62,-1.64,-1.59,2.54
76862,9.48,-1.65,-1.69,2.54
76893,9.48,-1.56,-1.58,2.54
76922,9.68,-1.58,-1.52,2.54
76952,9.52,-1.55,-1.58,2.55
76983,9.44,-1.74,-1.72,2.54
77012,9.63,-1.44,-1.54,2.54
77043,9.62,-1.54,-1.62,2.53
77073,9.53,-1.71,-1.66,2.54
77104,9.59,-1.44,-1.60,2.54
77133,9.64,-1.49,-1.59,2.54
77164,9.39,-1.69,-1.64,2.54
77194,9.49,-1.56,-1.65,2.54
77223,9.55,-1.61,-1.68,2.54
77254,9.33,-1.62,-1.66,2.54
77284,9.46,-1.69,-1.72,2.54
77315,9.59,-1.47,-1.55,2.54
77344,9.56,-1.55,-1.68,2.54
77375,9.41,-1.71,-1.71,2.54
77405,9.68,-1.49,-1.59,2.54
77435,9.65,-1.51,-1.63,2.54
77465,9.43,-1.63,-1.66,2.54
77496,9.55,-1.52,-1.64,2.54
77526,9.66,-1.61,-1.72,2.54
77555,9.43,-1.70,-1.59,2.54
77586,9.64,-1.58,-1.51,2.53
77616,9.55,-1.59,-1.61,2.54
77646,9.69,-1.52,-1.62,2.58
77676,9.51,-1.69,-1.59,2.55
77707,9.61,-1.47,-1.50,2.55
77736,9.60,-1.50,-1.65,2.54
77767,9.47,-1.66,-1.60,2.54
77797,9.61,-1.49,-1.64,2.54
77828,9.55,-1.55,-1.61,2.54
77857,9.48,-1.61,-1.55,2.53
77887,9.53,-1.55,-1.63,2.53
77918,9.75,-1.51,-1.53,2.54
77947,9.53,-1.65,-1.63,2.54
77978,9.45,-1.69,-1.70,2.54
78008,9.55,-1.57,-1.67,2.54
78039,9.55,-1.67,-1.73,2.55
78068,9.51,-1.64,-1.53,2.54
78099,9.59,-1.52,-1.60,2.54
78129,9.60,-1.63,-1.70,2.55
78159,9.41,-1.70,-1.62,2.54
78189,9.50,-1.55,-1.61,2.54
78219,9.54,-1.61,-1.63,2.55
78249,9.41,-1.55,-1.63,2.53
78279,9.47,-1.69,-1.72,2.53
78310,9.67,-1.55,-1.55,2.54
78340,9.48,-1.53,-1.65,2.54
78370,9.41,-1.71,-1.77,2.54
78400,9.53,-1.58,-1.67,2.54
78431,9.56,-1.55,-1.63,2.55
78460,9.50,-1.64,-1.56,2.55
78491,9.61,-1.54,-1.59,2.54
78521,9.61,-1.61,-1.56,2.55
78551,9.43,-1.68,-1.69,2.54
78581,9.43,-1.64,-1.69,2.53
78611,9.67,-1.61,-1.66,2.54
78642,9.43,-1.63,-1.64,2.54
78671,9.36,-1.71,-1.59,2.54
78702,9.62,-1.43,-1.58,2.55
78732,9.55,-1.61,-1.68,2.54
78763,9.42,-1.62,-1.67,2.54
78792,9.59,-1.43,-1.56,2.54
78822,9.64,-1.56,-1.69,2.55
78853,9.47,-1.71,-1.69,2.55
78882,9.50,-1.66,-1.66,2.54
78913,9.66,-1.60,-1.57,2.54
78943,9.49,-1.65,-1.66,2.54
78973,9.58,-1.69,-1.67,2.57
79003,9.80,-1.53,-1.44,2.54
79034,9.51,-1.47,-1.58,2.54
79064,9.43,-1.73,-1.66,2.54
79094,9.52,-1.48,-1.64,2.53
79124,9.56,-1.58,-1.55,2.54
79154,9.43,-1.70,-1.64,2.55
79184,9.66,-1.45,-1.63,2.52
79214,9.76,-1.47,-1.45,2.54
79245,9.47,-1.67,-1.70,2.53
79275,9.58,-1.46,-1.64,2.53
79305,9.66,-1.61,-1.63,2.54
79335,9.47,-1.52,-1.76,2.54
79366,9.43,-1.67,-1.65,2.54
79395,9.55,-1.58,-1.65,2.54
79426,9.35,-1.55,-1.67,2.54
79456,9.39,-1.70,-1.67,2.54
79485,9.63,-1.56,-1.66,2.54
79516,9.69,-1.57,-1.52,2.56
79546,9.52,-1.63,-1.47,2.53
79577,9.63,-1.48,-1.67,2.55
79606,9.66,-1.49,-1.48,2.54
79637,9.45,-1.68,-1.60,2.54
79667,9.39,-1.59,-1.70,2.54
79697,9.60,-1.67,-1.47,2.55
79727,9.45,-1.60,-1.71,2.55
79758,9.34,-1.72,-1.78,2.54
79788,9.57,-1.60,-1.63,2.54
79817,9.47,-1.50,-1.64,2.54
79848,9.44,-1.63,-1.70,2.53
79878,9.65,-1.47,-1.53,2.54
79908,9.64,-1.55,-1.57,2.53
79938,9.42,-1.58,-1.62,2.54
79969,9.66,-1.58,-1.70,2.54
79998,9.67,-1.59,-1.68,2.54
80029,9.53,-1.54,-1.46,2.54
80059,9.52,-1.61,-1.61,2.55
80090,9.63,-1.59,-1.62,2.55
80119,9.42,-1.63,-1.66,2.54
80149,9.28,-1.77,-1.76,2.54
80180,9.48,-1.61,-1.65,2.54
80209,9.55,-1.61,-1.70,2.54
80240,9.38,-1.69,-1.64,2.53
80270,9.60,-1.50,-1.64,2.54
80301,9.52,-1.62,-1.64,2.54
80330,9.37,-1.76,-1.67,2.54
80361,9.39,-1.68,-1.79,2.54
80391,9.64,-1.64,-1.53,2.54
80421,9.50,-1.59,-1.59,2.54
80451,9.45,-1.60,-1.70,2.53
80481,9.67,-1.63,-1.63,2.54
80512,9.60,-1.51,-1.64,2.53
80541,9.46,-1.66,-1.66,2.54
80572,9.62,-1.54,-1.62,2.54
80602,9.67,-1.64,-1.59,2.54
80632,9.43,-1.64,-1.66,2.54
80662,9.53,-1.49,-1.65,2.55
80693,9.57,-1.53,-1.63,2.54
80722,9.36,-1.72,-1.66,2.54
80752,9.53,-1.59,-1.63,2.53
80783,9.55,-1.63,-1.66,2.54
80813,9.48,-1.55,-1.68,2.54
80843,9.49,-1.66,-1.69,2.54
80873,9.78,-1.49,-1.56,2.53
80904,9.60,-1.54,-1.55,2.55
80933,9.47,-1.61,-1.66,2.54
80964,9.51,-1.54,-1.67,2.55
80994,9.70,-1.56,-1.50,2.54
81025,9.46,-1.63,-1.60,2.54
81054,9.50,-1.53,-1.64,2.54
81084,9.55,-1.62,-1.67,2.54
81115,9.43,-1.64,-1.65,2.53
81144,9.58,-1.49,-1.63,2.54
81175,9.70,-1.61,-1.68,2.54
81205,9.42,-1.57,-1.65,2.54
81235,9.36,-1.69,-1.77,2.54
81265,9.63,-1.55,-1.67,2.54
81296,9.46,-1.57,-1.66,2.54
81326,9.39,-1.72,-1.65,2.54
81356,9.60,-1.44,-1.57,2.54
81386,9.57,-1.54,-1.65,2.55
81416,9.53,-1.65,-1.59,2.54
81446,9.63,-1.49,-1.54,2.54
81476,9.71,-1.57,-1.61,2.54
81507,9.50,-1.64,-1.60,2.54
81537,9.54,-1.54,-1.60,2.54
81567,9.64,-1.60,-1.57,2.54
81597,9.50,-1.61,-1.60,2.54
81628,9.44,-1.74,-1.60,2.54
81657,9.59,-1.51,-1.67,2.54
81688,9.56,-1.53,-1.60,2.54
81718,9.33,-1.70,-1.64,2.54
81747,9.57,-1.59,-1.65,2.54
81778,9.61,-1.56,-1.66,2.55
81808,9.42,-1.72,-1.62,2.54
81839,9.49,-1.61,-1.68,2.54
81868,9.60,-1.59,-1.65,2.54
81899,9.47,-1.63,-1.54,2.54
81929,9.42,-1.61,-1.66,2.55
81959,9.65,-1.60,-1.57,2.54
81989,9.48,-1.68,-1.68,2.55
82020,9.49,-1.66,-1.76,2.53
82050,9.56,-1.52,-1.70,2.53
82079,9.62,-1.52,-1.67,2.54
82110,9.49,-1.76,-1.53,2.54
82140,9.66,-1.51,-1.61,2.54
82170,9.59,-1.58,-1.68,2.54
82200,9.37,-1.72,-1.65,2.54
82231,9.60,-1.48,-1.67,2.53
82260,9.58,-1.57,-1.60,2.54
82291,9.58,-1.61,-1.63,2.54
82321,9.55,-1.61,-1.68,2.54
82352,9.60,-1.65,-1.59,2.54
82381,9.36,-1.66,-1.73,2.53
82411,9.39,-1.68,-1.68,2.54
82442,9.72,-1.55,-1.50,2.54
82471,9.57,-1.55,-1.65,2.55
82502,9.40,-1.80,-1.76,2.55
82532,9.62,-1.52,-1.60,2.54
82563,9.70,-1.60,-1.57,2.54
82592,9.46,-1.71,-1.49,2.54
82623,9.65,-1.56,-1.62,2.54
82653,9.61,-1.60,-1.59,2.54
82682,9.54,-1.51,-1.58,2.57
82713,9.39,-1.63,-1.71,2.54
82743,9.67,-1.51,-1.50,2.54
82774,9.57,-1.49,-1.66,2.54
82803,9.57,-1.73,-1.63,2.54
82834,9.67,-1.46,-1.63,2.53
82864,9.46,-1.54,-1.65,2.54
82894,9.63,-1.58,-1.54,2.54
82924,9.67,-1.49,-1.61,2.54
82955,9.52,-1.67,-1.64,2.54
82984,9.45,-1.74,-1.65,2.53
83014,9.52,-1.62,-1.73,2.54
83045,9.65,-1.56,-1.56,2.54
83075,9.46,-1.62,-1.64,2.54
83105,9.47,-1.75,-1.68,2.54
83135,9.64,-1.57,-1.53,2.53
83166,9.34,-1.52,-1.41,2.55
83195,8.26,-1.13,-0.82,2.54
83226,9.05,-1.62,-1.28,2.55
83256,9.17,-1.24,-1.36,2.54
83287,9.27,-1.58,-1.25,2.57
83316,9.45,-1.26,-1.22,2.54
83346,9.93,-1.44,-1.57,2.54
83377,9.69,-1.67,-1.65,2.54
83406,9.57,-1.64,-1.83,2.55
83437,9.58,-1.49,-1.71,2.54
83467,9.60,-1.75,-1.78,2.55
83497,9.67,-1.50,-1.63,2.54
83527,9.74,-1.48,-1.46,2.54
83558,9.68,-1.47,-1.55,2.53
83588,9.55,-1.65,-1.66,2.54
83618,9.82,-1.52,-1.55,2.54
83648,9.62,-1.50,-1.55,2.54
83678,9.49,-1.78,-1.67,2.54
83708,9.45,-1.55,-1.76,2.55
83738,9.64,-1.47,-1.52,2.53
83769,9.38,-1.64,-1.61,2.54
83799,9.37,-1.66,-1.68,2.53
83829,9.53,-1.61,-1.51,2.56
83859,9.39,-1.60,-1.64,2.54
83890,9.39,-1.63,-1.75,2.54
83919,9.58,-1.57,-1.60,2.54
83950,9.54,-1.55,-1.49,2.54
83980,9.48,-1.65,-1.66,2.55
84009,9.60,-1.53,-1.52,2.54
84040,9.63,-1.53,-1.51,2.54
84070,9.43,-1.64,-1.60,2.54
84101,9.51,-1.50,-1.70,2.53
84130,9.52,-1.55,-1.56,2.54
84161,9.47,-1.52,-1.63,2.55
84191,9.47,-1.67,-1.72,2.54
84221,9.47,-1.64,-1.62,2.55
84251,9.28,-1.70,-1.70,2.54
84282,9.47,-1.71,-1.62,2.53
84312,9.73,-1.59,-1.62,2.54
84341,9.57,-1.53,-1.47,2.54
84372,9.39,-1.71,-1.68,2.54
84402,9.67,-1.46,-1.49,2.54
84432,9.54,-1.56,-1.55,2.53
84462,9.38,-1.69,-1.66,2.53
84493,9.48,-1.50,-1.63,2.54
84523,9.58,-1.57,-1.61,2.54
84553,9.47,-1.62,-1.58,2.54
84583,9.47,-1.64,-1.69,2.54
84613,9.75,-1.59,-1.57,2.55
84643,9.50,-1.51,-1.64,2.55
84673,9.45,-1.67,-1.63,2.54
84704,9.67,-1.55,-1.55,2.53
84733,9.54,-1.55,-1.69,2.53
84764,9.42,-1.81,-1.65,2.54
84794,9.64,-1.45,-1.58,2.54
84825,9.67,-1.56,-1.61,2.54
84854,9.52,-1.63,-1.59,2.54
84885,9.59,-1.53,-1.72,2.54
84915,9.57,-1.65,-1.64,2.55
84944,9.43,-1.69,-1.58,2.54
84975,9.52,-1.60,-1.72,2.54
85005,9.70,-1.46,-1.59,2.54
85036,9.51,-1.58,-1.58,2.53
85065,9.33,-1.75,-1.77,2.54
85096,9.56,-1.58,-1.67,2.54
85126,9.48,-1.50,-1.64,2.54
85156,9.47,-1.71,-1.74,2.54
85186,9.75,-1.52,-1.61,2.54
85217,9.64,-1.64,-1.51,2.56
85246,9.66,-1.58,-1.61,2.54
85276,9.64,-1.56,-1.56,2.54
85307,9.63,-1.60,-1.61,2.54
85337,9.36,-1.73,-1.64,2.53
85367,9.57,-1.60,-1.71,2.54
85397,9.72,-1.51,-1.55,2.54
85428,9.57,-1.52,-1.63,2.55
85457,9.42,-1.69,-1.67,2.55
85488,9.59,-1.57,-1.67,2.54
85518,9.64,-1.58,-1.60,2.56
85549,9.44,-1.69,-1.58,2.55
85578,9.56,-1.57,-1.59,2.55
85608,9.50,-1.54,-1.65,2.55
85639,9.46,-1.62,-1.54,2.55
85668,9.46,-1.54,-1.71,2.54
85699,9.75,-1.59,-1.51,2.54
85729,9.57,-1.56,-1.58,2.51
85760,9.57,-1.67,-1.71,2.53
85789,9.76,-1.56,-1.60,2.53
85820,9.62,-1.49,-1.55,2.54
85850,9.46,-1.66,-1.72,2.54
85880,9.59,-1.45,-1.63,2.54
85910,9.57,-1.45,-1.60,2.54
85940,9.39,-1.73,-1.63,2.54
85970,9.57,-1.57,-1.58,2.54
86000,9.66,-1.61,-1.54,2.54
86031,9.45,-1.74,-1.62,2.54
86061,9.57,-1.63,-1.75,2.56
86091,9.69,-1.50,-1.54,2.54
86121,9.53,-1.56,-1.59,2.54
86152,9.53,-1.64,-1.66,2.52
86181,9.74,-1.52,-1.58,2.54
86212,9.52,-1.55,-1.61,2.54
86242,9.50,-1.67,-1.66,2.53
86272,9.57,-1.49,-1.52,2.53
86302,9.58,-1.60,-1.56,2.53
86332,9.48,-1.65,-1.59,2.55
86363,9.62,-1.49,-1.58,2.55
86392,9.60,-1.58,-1.60,2.56
86423,9.41,-1.69,-1.57,2.54
86453,9.54,-1.62,-1.70,2.54
86483,9.61,-1.51,-1.61,2.54
86513,9.36,-1.51,-1.64,2.55
86543,9.33,-1.71,-1.71,2.54
86574,9.59,-1.53,-1.58,2.55
