Time,X,Y,Z,Sound
20157,5.77,-0.87,0.53,2.54
20186,13.84,-4.55,-2.13,2.55
20217,5.90,-6.34,-2.33,2.52
20247,10.70,-1.93,0.89,2.53
20278,13.07,-0.31,1.17,2.54
20307,8.34,-0.78,-3.00,2.54
20338,8.75,-1.31,-3.33,2.55
20368,8.38,-0.46,-1.30,2.54
20399,7.87,-4.20,-0.74,2.54
20428,13.46,-3.10,-0.31,2.53
20460,9.98,-3.44,-1.60,2.53
20490,6.23,-4.92,-6.18,2.55
20520,9.69,-2.51,-4.64,2.54
20550,6.92,-1.77,-0.42,2.52
20580,10.33,-1.61,-2.62,2.55
20612,7.35,-2.97,-2.93,2.56
20641,10.86,-3.86,-1.51,2.54
20673,6.69,-0.55,-0.31,2.56
20703,7.07,1.36,-4.78,2.54
20732,7.67,-1.28,-4.69,2.54
20762,10.01,-2.52,-1.09,2.54
20794,10.24,-2.12,1.80,2.53
20824,13.20,-2.00,2.50,2.54
20854,6.05,-2.90,-5.44,2.55
20884,5.69,-2.65,-4.07,2.54
20914,12.33,-5.48,-3.83,2.54
20945,7.69,2.60,0.18,2.52
20973,18.45,-5.48,-2.54,2.54
21005,8.40,-3.92,-5.23,2.54
21035,13.25,-6.15,-4.88,2.54
21066,10.95,-3.13,-2.15,2.54
21097,9.37,-2.98,-2.89,2.53
21128,11.42,0.26,-3.33,2.54
21157,9.48,-2.96,-4.64,2.54
21188,10.79,-0.47,-0.49,2.53
21219,8.81,-2.75,-2.42,2.54
21249,7.18,-0.02,-4.26,2.54
21279,7.50,1.18,-3.15,2.54
21308,10.86,-1.50,0.32,2.52
21339,11.74,-0.20,1.79,2.55
21368,8.28,1.28,0.52,2.53
21397,11.91,-0.48,1.80,2.54
21427,10.30,-1.50,-1.75,2.53
21458,9.68,-0.85,0.10,2.54
21487,10.24,-2.74,-2.43,2.54
21519,10.37,-3.51,-1.10,2.53
21550,9.75,0.36,-3.72,2.55
21578,9.01,-1.48,-2.02,2.54
21609,7.55,1.13,-3.08,2.54
21638,8.33,-4.15,-4.05,2.53
21668,7.85,0.07,-0.54,2.54
21697,6.31,0.96,-2.53,2.53
21727,6.75,0.44,-1.27,2.54
21755,14.02,-6.66,-3.73,2.54
21787,8.28,-0.48,-1.09,2.54
21817,10.68,0.48,0.88,2.53
21846,5.91,-3.26,-8.50,2.55
21876,4.22,6.05,2.85,2.54
21904,10.53,-2.76,2.37,2.53
21935,7.33,-0.37,-3.36,2.55
21964,9.65,-0.84,-9.11,2.52
21995,10.80,-1.18,-0.03,2.53
22026,6.73,2.46,0.79,2.54
22054,8.33,-2.35,-3.40,2.54
22084,7.60,-2.73,1.70,2.54
22113,3.66,1.78,1.27,2.53
22141,12.13,-4.24,-1.43,2.54
22172,12.13,-4.86,-0.06,2.55
22204,7.13,-0.54,0.77,2.55
22233,9.79,-2.44,-0.01,2.53
22263,8.76,-4.48,-1.24,2.53
22293,8.74,-3.09,-0.49,2.52
22324,7.84,-3.27,-3.92,2.55
22353,10.01,-1.29,-3.34,2.55
22385,11.44,-2.82,-3.91,2.54
22416,8.68,-0.41,0.01,2.54
22445,10.66,-1.23,-1.78,2.54
22476,7.96,-1.77,-4.61,2.56
22506,4.39,0.47,-6.79,2.54
22536,8.09,-2.56,-5.18,2.53
22565,8.48,1.08,-2.54,2.53
22595,4.69,0.94,-3.89,2.53
22624,7.73,-2.14,-4.76,2.54
22654,8.55,-0.30,-2.19,2.53
22684,9.29,-4.21,-3.58,2.55
22714,8.93,-1.46,-3.17,2.54
22745,8.80,-0.16,1.38,2.53
22773,9.16,-2.02,-2.53,2.54
22804,13.78,-1.76,2.75,2.52
22834,8.80,-4.40,-2.39,2.54
22864,8.04,-1.63,-4.21,2.53
22894,9.33,0.78,1.08,2.54
22923,10.14,-2.95,-5.91,2.55
22953,14.38,-5.00,-6.31,2.54
22985,6.65,0.21,-6.16,2.52
23014,13.53,-3.74,-0.06,2.54
23045,12.50,2.24,0.47,2.54
23074,13.32,-1.29,4.51,2.53
23104,4.83,-2.54,-9.28,2.53
23135,7.51,-5.09,-1.57,2.52
23164,9.08,0.06,2.63,2.54
23193,10.24,0.07,-2.77,2.56
23223,13.89,0.14,2.93,2.55
23252,10.49,-1.61,1.55,2.55
23282,14.39,3.36,0.21,2.55
23311,10.26,1.04,-3.00,2.56
23342,13.08,-1.11,-3.80,2.54
23372,12.34,-2.21,1.52,2.54
23403,8.52,-1.04,-5.24,2.54
23433,3.18,-3.40,-10.48,2.54
23464,14.25,-3.71,3.16,2.54
23494,10.40,-4.91,-2.96,2.54
23526,7.54,-4.24,-0.78,2.54
23556,8.54,-1.65,-3.22,2.55
23586,7.62,-2.48,-7.17,2.54
23616,8.19,2.84,-3.87,2.53
23645,9.90,-2.68,-3.21,2.55
23675,11.02,-2.27,-1.80,2.54
23706,10.31,-1.50,-0.19,2.55
23738,8.01,-2.27,-3.65,2.54
23768,9.40,-1.34,-1.61,2.53
23798,11.77,-3.89,-4.13,2.54
23829,11.69,-2.05,-4.30,2.55
23861,17.98,-1.42,-2.55,2.55
23891,1.08,-2.41,-7.79,2.53
23922,9.77,0.74,-0.69,2.53
23951,18.66,-2.38,1.24,2.54
23982,8.07,-5.56,-2.09,2.54
24011,13.00,-1.33,-1.89,2.52
24042,7.07,-4.65,-2.15,2.51
24073,7.98,-3.28,-0.71,2.54
24102,11.44,-0.86,-0.09,2.55
24134,8.64,-1.37,-1.92,2.54
24164,11.74,1.75,-0.09,2.54
24195,9.22,-2.65,-3.95,2.52
24224,7.71,-0.70,-3.03,2.53
24255,6.04,-3.26,0.27,2.54
24284,9.73,-5.21,-2.94,2.56
24314,6.28,-0.81,0.09,2.54
24343,8.43,-1.80,-2.69,2.54
24373,11.18,-3.28,-1.78,2.53
24404,7.26,-1.14,-1.99,2.54
24434,10.03,-1.22,-2.14,2.54
24466,13.54,-1.64,0.16,2.54
24496,8.12,-2.61,-1.91,2.54
24526,9.51,-2.31,-2.49,2.55
24556,11.19,2.46,0.35,2.55
24586,9.10,0.59,-0.24,2.54
24614,13.67,-0.65,1.92,2.55
24644,8.20,-0.02,-0.01,2.54
24675,9.35,-3.47,-2.31,2.53
24705,6.11,-0.98,-6.60,2.53
24735,9.88,1.59,-2.81,2.55
24764,9.98,-2.62,-4.42,2.54
24795,12.10,0.96,3.26,2.54
24823,11.83,-2.61,2.75,2.54
24854,7.79,-4.73,-2.88,2.53
24884,13.97,-4.14,-3.22,2.53
24915,11.49,1.78,1.26,2.54
24944,15.11,0.03,1.65,2.55
24973,16.97,-0.54,2.55,2.56
25004,5.00,-0.41,-12.45,2.55
25034,12.20,-0.49,-0.82,2.53
25066,8.17,-4.30,-4.58,2.53
25096,6.07,-1.27,-4.28,2.54
25126,9.29,-4.34,-3.88,2.54
25156,8.78,0.08,-4.20,2.54
25186,8.67,-0.15,-4.24,2.55
25216,13.36,2.43,3.49,2.53
25244,13.26,0.63,-0.46,2.53
25275,8.94,-1.78,-0.88,2.52
25305,6.65,-0.02,0.13,2.54
25334,8.36,-2.47,-2.61,2.56
25364,3.93,-2.70,1.24,2.52
25394,5.35,-4.46,-2.51,2.55
25423,10.52,-3.98,-2.69,2.54
25455,9.68,-0.65,0.78,2.54
25484,11.57,-1.10,1.29,2.55
25515,9.64,-3.73,-3.89,2.53
25544,9.98,1.83,0.45,2.54
25572,10.45,-1.89,3.88,2.54
25603,11.03,-3.81,1.98,2.53
25632,4.96,0.24,-2.87,2.53
25662,29.01,-10.02,0.63,2.53
25693,4.26,4.37,4.48,2.55
25721,11.27,-3.86,-1.28,2.53
25752,5.78,-4.51,-2.43,2.54
25783,17.06,-1.04,-0.49,2.54
25814,12.13,-3.41,-2.46,2.54
25845,9.81,-2.72,-1.31,2.55
25875,10.93,2.11,0.38,2.54
25904,8.76,-1.11,0.57,2.54
25933,11.75,-2.27,-0.12,2.53
25964,5.34,-6.84,2.97,2.52
25994,-1.13,-5.35,1.41,2.55
26023,11.98,-1.15,-3.00,2.54
26055,7.85,2.04,-1.03,2.54
26084,7.45,-3.77,-1.30,2.54
26115,9.95,-0.81,-1.76,2.53
26144,12.74,-2.03,1.46,2.54
26174,12.50,-4.35,-2.63,2.54
26206,7.69,0.21,-1.36,2.55
26234,8.93,-1.41,0.06,2.54
26264,15.67,-3.67,-8.08,2.53
26295,6.99,-1.40,0.59,2.53
26324,10.68,-2.01,-2.88,2.54
26355,10.37,-3.55,-3.78,2.54
26387,5.39,-3.43,-4.39,2.55
26417,9.87,-0.67,-3.64,2.56
26447,8.71,-1.74,-0.79,2.53
26477,9.81,-0.17,1.05,2.54
26506,12.42,-1.75,0.87,2.54
26536,7.07,-0.86,3.98,2.56
26565,11.37,0.09,-4.84,2.52
26596,20.99,-1.60,-7.21,2.52
26627,13.82,-3.29,-2.46,2.54
26658,8.98,0.80,-4.23,2.54
26687,10.11,-4.83,-3.49,2.53
26719,7.22,-2.72,-4.92,2.54
26748,12.64,-6.61,-6.83,2.54
26780,14.77,-5.31,-5.38,2.54
26811,6.11,0.41,-0.12,2.55
26840,14.36,-1.20,1.46,2.55
26870,4.94,-2.27,-0.51,2.54
26900,6.94,-0.41,1.93,2.52
26930,9.53,-3.74,-2.50,2.54
26959,11.75,-1.15,-3.61,2.54
26991,9.07,3.08,1.83,2.54
27019,11.38,-0.89,-3.29,2.54
27051,9.33,-1.35,0.44,2.54
27079,10.76,-2.85,-0.79,2.54
27111,8.09,-2.02,-1.82,2.54
27141,8.64,-1.28,-1.42,2.53
27170,8.62,-2.04,-1.18,2.55
27201,9.05,-0.23,-4.72,2.54
27231,6.74,1.75,-4.77,2.54
27260,12.04,-3.38,-1.84,2.55
27291,8.48,-3.83,-0.65,2.54
27322,11.75,-0.43,2.02,2.54
27352,11.01,1.18,2.46,2.53
27381,8.28,-0.06,-1.74,2.54
27411,9.06,-0.65,-1.20,2.53
27441,9.57,0.95,0.33,2.54
27469,8.37,-1.99,-1.69,2.54
27499,7.72,-3.22,-1.84,2.55
27530,11.17,-0.28,-0.31,2.54
27560,8.26,-2.71,-3.34,2.54
27591,9.60,-4.74,-2.47,2.54
27621,9.99,-2.25,-2.20,2.54
27652,13.50,-2.83,2.90,2.53
27681,11.76,-2.92,-0.49,2.55
27713,10.25,-2.06,-1.16,2.53
27744,14.77,0.82,3.00,2.55
27772,14.34,-2.02,2.50,2.54
27803,7.04,-4.92,-7.05,2.52
27833,7.51,-2.53,-3.38,2.54
27864,8.73,-1.12,-3.58,2.53
27893,5.92,0.05,-0.56,2.53
27923,10.17,-4.90,-2.26,2.54
27954,13.34,-6.23,-2.50,2.54
27985,6.75,-4.86,-2.76,2.54
28015,4.82,-6.65,-3.46,2.54
28046,14.82,-6.98,-2.58,2.53
28077,8.48,-5.25,-0.12,2.54
28106,10.00,-2.00,-2.17,2.54
28138,9.56,-1.37,-3.45,2.53
28168,5.59,4.10,-0.67,2.53
28197,12.63,-2.23,1.06,2.53
28227,11.45,-2.45,-0.27,2.53
28259,6.98,-3.99,-3.19,2.53
28289,8.13,-1.84,-1.24,2.54
28319,6.59,-0.02,-5.45,2.54
28349,2.72,-1.81,-5.38,2.53
28380,9.58,0.63,-0.96,2.54
28408,13.24,-2.61,2.92,2.54
28438,11.65,0.14,1.69,2.53
28468,8.05,-1.36,-1.53,2.55
28497,8.54,-0.28,-1.92,2.54
28528,8.65,0.13,0.34,2.54
28556,7.66,-0.40,-2.51,2.53
28587,8.75,-1.76,1.56,2.53
28615,9.11,-0.82,-1.79,2.52
28646,12.63,-4.86,1.83,2.54
28676,7.05,-2.60,-5.15,2.55
28705,6.52,1.39,-5.42,2.53
28735,9.49,1.40,-4.94,2.52
28764,14.52,-6.38,-3.47,2.54
28795,9.21,-8.93,-2.57,2.55
28825,8.80,-4.00,-2.91,2.54
28856,11.81,-1.82,-1.88,2.53
28887,9.92,-1.23,-1.43,2.52
28917,11.17,-1.79,1.11,2.54
28947,15.50,-2.10,-0.45,2.54
28979,11.60,-1.56,2.03,2.55
29008,13.23,-3.47,1.73,2.54
29039,12.26,-1.54,1.45,2.53
29069,7.86,-1.60,-4.92,2.54
29099,10.30,1.79,-3.17,2.55
29129,6.51,-0.27,-6.25,2.54
29159,6.08,-0.80,-4.29,2.54
29190,10.94,-5.37,-1.59,2.54
29220,12.08,-3.50,-1.19,2.53
29252,9.91,-1.94,-2.51,2.54
29282,10.07,1.32,-0.51,2.52
29313,6.65,-3.94,-6.76,2.55
29342,9.19,-1.65,-0.65,2.53
29373,13.05,1.27,3.39,2.54
29402,13.05,-1.47,0.90,2.54
29431,10.57,-1.44,-3.70,2.53
29463,10.64,0.61,-2.19,2.54
29493,13.34,-2.56,-4.41,2.52
29524,15.48,-0.56,-0.07,2.54
29555,13.05,0.47,0.13,2.54
29585,10.73,-0.16,2.64,2.53
29615,10.33,-2.46,-0.83,2.54
29646,8.79,-4.65,-4.63,2.52
29676,6.45,-3.43,-0.55,2.53
29707,5.08,-2.34,2.22,2.54
29735,10.56,-2.16,2.16,2.55
29765,9.42,2.63,-0.23,2.53
29795,10.91,0.97,0.77,2.53
29824,14.47,-3.84,-1.36,2.54
29855,7.42,-3.19,-3.99,2.54
29885,6.99,-1.45,-2.96,2.55
29916,13.21,-3.69,0.90,2.54
29945,10.95,-2.64,-1.75,2.54
29977,7.33,-5.49,-4.96,2.54
30007,6.68,1.03,0.74,2.55
30034,9.78,0.71,1.17,2.53
30063,14.20,0.82,-3.49,2.55
30093,3.74,-2.92,-2.89,2.53
30124,12.39,-3.68,-6.40,2.54
30154,8.03,-2.53,-3.74,2.55
30185,9.56,0.61,-0.26,2.54
30214,15.02,-4.23,0.46,2.53
30244,6.54,-4.58,-2.29,2.53
30274,14.79,-0.72,0.75,2.54
30305,6.11,0.24,-2.26,2.53
30333,1.05,-1.94,-5.02,2.53
30363,9.01,-0.25,-2.66,2.54
30394,8.62,0.05,1.58,2.55
30422,6.50,0.72,-5.26,2.54
30451,12.37,-2.62,0.33,2.53
30481,11.32,2.74,2.08,2.54
30511,12.18,-0.12,2.91,2.55
30540,6.23,-3.06,-4.37,2.55
30571,6.34,0.72,-1.49,2.53
30600,10.14,0.09,0.97,2.55
30628,8.76,-4.59,-2.60,2.53
30659,4.52,-2.62,-9.54,2.53
30689,7.85,-3.42,-3.39,2.54
30720,11.79,-0.55,1.60,2.55
30749,10.81,-3.02,-0.21,2.54
30781,8.44,-1.34,-1.94,2.54
30811,8.68,-4.00,-4.14,2.54
30841,6.08,-2.12,-3.03,2.55
30871,8.17,-3.24,-1.65,2.54
30901,9.33,-5.46,-7.41,2.53
30931,9.02,-0.68,3.45,2.55
30960,12.21,-8.21,-4.39,2.55
30992,10.21,-1.72,-2.24,2.55
31023,10.32,-3.15,0.02,2.53
31053,11.26,-3.31,5.09,2.53
31083,9.50,-4.09,-2.63,2.55
31114,9.13,-0.76,-0.47,2.54
31143,12.55,-1.79,-0.92,2.54
31175,6.86,0.51,-1.29,2.54
31204,8.90,-2.01,-0.96,2.54
31234,9.02,-6.45,-0.43,2.53
31264,16.89,-2.64,5.03,2.53
31294,12.62,-4.88,-1.72,2.53
31326,6.50,-3.56,-1.18,2.54
31355,8.72,0.28,2.92,2.54
31384,12.08,-7.14,-8.28,2.53
31415,9.32,-0.89,2.24,2.54
31444,12.53,-4.71,-2.51,2.54
31475,8.70,-0.71,-9.16,2.53
31506,7.20,3.20,-1.20,2.54
31535,9.80,-0.28,3.30,2.55
31563,15.57,-2.64,-2.35,2.54
31595,12.42,-1.99,0.73,2.55
31625,8.26,-2.27,-4.76,2.54
31655,12.77,-0.17,-1.19,2.54
31686,8.42,-3.66,-3.29,2.53
31717,11.68,3.10,0.67,2.53
31746,14.53,-1.41,3.86,2.53
31776,13.80,1.07,3.66,2.54
31805,11.48,-1.49,-3.78,2.55
31837,4.42,2.89,-3.35,2.53
31865,8.46,1.64,-4.75,2.54
31894,7.28,-2.58,-4.35,2.53
31925,10.66,-3.06,-0.14,2.53
31955,7.38,-0.73,-2.18,2.55
31986,4.98,-4.36,-5.27,2.54
32016,8.50,2.83,-0.40,2.54
32046,10.55,-1.18,-1.18,2.55
32076,11.09,-3.10,0.65,2.54
32107,6.87,-3.22,-7.69,2.53
32137,5.35,-1.36,-4.08,2.55
32166,11.86,0.06,0.46,2.53
32196,9.09,-2.59,2.41,2.53
32225,11.56,-0.95,1.26,2.53
32256,17.24,-2.37,1.32,2.52
32285,12.74,-4.28,4.51,2.54
32316,2.61,-2.91,-2.76,2.54
32346,11.88,-2.51,-2.02,2.54
32377,4.71,-4.74,-7.34,2.54
32407,5.54,-2.42,1.68,2.53
32437,6.19,0.42,-3.48,2.54
32465,9.76,-2.79,1.49,2.54
32494,14.45,-0.06,6.28,2.54
32525,13.29,-4.38,3.13,2.55
32555,6.64,-6.51,-6.40,2.54
32585,6.27,-1.71,-5.05,2.55
32615,8.52,1.23,-1.20,2.53
32645,11.79,0.26,-0.47,2.54
32674,14.46,-2.29,5.10,2.53
32705,12.21,-4.83,1.37,2.55
32735,8.71,-4.18,0.03,2.55
32763,7.89,-1.82,-1.39,2.54
32794,7.99,-7.37,-5.09,2.53
32824,7.90,-3.28,0.85,2.54
32854,8.26,1.67,-0.39,2.55
32882,12.17,-2.61,-0.99,2.54
32914,10.19,-0.99,-0.67,2.53
32945,10.11,1.02,-0.10,2.53
32975,8.76,-2.87,-3.11,2.53
33005,10.07,-5.49,0.04,2.54
33036,10.52,-3.91,0.81,2.53
33065,12.87,-4.40,-0.54,2.53
33096,7.51,-3.41,-5.43,2.53
33127,9.72,-6.03,-3.18,2.54
33157,10.70,-5.08,-3.35,2.54
33188,11.07,-3.31,-2.12,2.54
33219,4.38,-2.20,0.49,2.53
33249,4.47,-0.40,-2.39,2.54
33278,7.37,-3.47,-3.32,2.55
33309,9.27,-2.32,1.15,2.53
33338,4.98,-2.76,-3.08,2.53
33369,7.56,-4.14,-5.38,2.54
33398,11.19,-4.90,-7.69,2.54
33429,12.68,-8.87,-0.76,2.56
33461,14.85,-1.40,-2.01,2.53
33491,12.61,-5.41,-6.28,2.53
33523,10.76,-2.51,3.32,2.55
33553,11.73,-3.66,-4.54,2.54
33585,12.57,3.03,4.56,2.55
33613,17.88,2.24,5.61,2.55
33643,12.02,4.61,4.20,2.55
33672,8.33,-0.08,-0.32,2.53
33702,13.83,1.80,0.37,2.54
33731,8.25,0.31,3.59,2.55
33759,5.08,-8.31,-6.26,2.53
33789,10.01,-3.54,1.24,2.54
33819,5.88,-3.85,-5.81,2.55
33850,1.99,-5.41,-7.13,2.55
33880,4.75,-7.27,-6.27,2.54
33910,1.34,-2.43,-2.51,2.55
33940,10.10,1.60,-0.17,2.55
33971,4.81,-0.36,-0.53,2.56
34000,9.45,0.12,-1.50,2.55
34029,7.39,-5.16,-1.74,2.53
34060,13.09,-3.15,-5.67,2.54
34091,9.58,-3.28,-4.94,2.55
34121,9.10,-2.89,-3.57,2.53
34151,6.25,-6.66,-4.52,2.54
34182,7.03,-7.44,-2.50,2.56
34211,10.52,4.87,-1.51,2.54
34242,5.76,-7.75,-5.06,2.54
34272,13.80,-3.71,-3.05,2.53
34304,6.06,-5.14,-1.44,2.54
34333,9.95,-6.88,-3.22,2.54
34363,16.53,-0.05,7.86,2.54
34394,12.06,-2.95,0.26,2.54
34423,5.59,1.08,-5.44,2.53
34453,7.72,-2.75,-3.96,2.52
34483,8.53,-1.98,-1.71,2.54
34513,12.77,-1.83,-3.75,2.54
34544,6.63,-4.39,-7.97,2.54
34575,6.52,-0.69,-5.57,2.54
34605,10.20,1.63,3.21,2.54
34634,12.56,-0.45,-5.54,2.53
34665,8.53,-7.12,-5.34,2.54
34695,8.74,-1.57,-0.67,2.53
34725,14.19,-2.44,-1.42,2.53
34756,12.12,0.66,4.32,2.53
34786,14.69,-3.58,1.96,2.53
34816,9.25,-1.81,1.91,2.54
34845,9.34,-2.17,-1.72,2.54
34875,9.32,-1.29,-1.67,2.53
34906,8.07,-1.88,0.06,2.54
34934,5.97,-0.44,-5.78,2.55
34965,9.84,-0.21,-1.98,2.54
34995,8.11,-3.94,-2.41,2.54
35024,9.19,-1.95,-1.13,2.54
35055,9.55,-0.51,0.74,2.55
35084,10.98,0.24,-0.14,2.54
35115,7.88,-1.50,1.75,2.54
35143,11.24,-2.25,-5.27,2.55
35175,10.45,-1.78,-1.53,2.54
35206,8.74,0.95,-0.76,2.54
35235,10.67,-4.37,-0.38,2.55
35266,11.03,-1.95,-0.94,2.55
35298,8.67,-1.48,-4.41,2.53
35328,9.38,-1.09,-1.16,2.54
35357,8.61,-0.97,-3.08,2.53
35388,8.48,-5.35,-4.44,2.53
35418,7.62,0.26,0.48,2.54
35446,14.91,-5.77,1.89,2.55
35476,10.66,-1.70,0.46,2.54
35507,7.48,0.13,-3.98,2.54
35535,6.52,1.62,-4.15,2.55
35565,7.35,0.15,-5.62,2.54
35594,12.84,-4.51,-4.73,2.53
35624,10.43,2.66,-1.41,2.54
35655,8.52,5.53,-1.63,2.54
35684,7.96,-0.29,-6.20,2.53
35715,8.07,-0.41,-3.98,2.54
35744,7.09,-3.84,-5.17,2.55
35775,10.65,0.04,-2.03,2.55
35805,11.77,-1.81,0.46,2.54
35835,8.57,-3.00,0.06,2.54
35864,10.04,-0.37,-0.33,2.55
35896,7.15,1.93,-1.63,2.54
35924,7.59,-3.80,-3.67,2.53
35954,6.22,-4.33,-3.12,2.54
35985,11.64,-4.95,-4.75,2.53
36016,9.22,-3.12,-3.62,2.56
36046,7.03,-0.90,-4.56,2.54
36076,7.87,0.49,-2.97,2.53
36106,8.28,-4.23,-6.82,2.55
36135,10.50,-3.66,-2.51,2.55
36167,8.47,-2.75,-5.04,2.54
36197,7.25,1.22,0.31,2.54
36225,13.66,-5.26,-2.07,2.53
36256,10.71,-2.60,-3.79,2.55
36287,11.84,-0.25,-1.08,2.55
36319,10.20,0.97,-4.03,2.54
36348,9.40,-2.28,3.27,2.55
36378,12.84,-1.97,1.46,2.55
36408,11.85,-0.60,-3.25,2.54
36440,8.19,-1.60,-0.40,2.53
36469,11.62,-1.84,0.37,2.55
36500,7.75,0.96,-5.69,2.55
36529,8.60,-4.43,-6.90,2.54
36558,4.09,-1.86,-8.55,2.54
36589,7.96,-0.84,-6.08,2.56
36619,11.86,-0.26,0.03,2.54
36649,12.26,1.41,-3.20,2.55
36679,8.25,0.56,-5.45,2.54
36709,5.43,-0.48,-3.53,2.53
36739,8.50,-4.53,-4.85,2.54
36769,9.74,-2.38,-1.39,2.53
36799,11.58,-4.22,-1.63,2.53
36831,8.15,-1.72,-2.27,2.55
36860,4.38,2.99,-1.07,2.54
36889,7.72,-3.62,-6.61,2.53
36920,7.44,-0.64,0.44,2.54
36948,10.67,0.02,-1.23,2.54
36979,10.75,0.23,-0.86,2.54
37009,6.98,-2.17,-4.89,2.54
37040,10.73,-0.48,1.79,2.53
37069,12.13,-0.78,3.53,2.55
37100,12.85,-1.62,2.03,2.56
37130,9.25,-3.96,0.01,2.55
37158,15.00,-2.89,-2.25,2.55
37190,4.65,-1.94,-1.83,2.54
37220,8.20,-0.19,-3.17,2.53
37251,11.10,-6.23,-3.70,2.55
37281,12.96,-3.71,1.10,2.55
37312,12.24,-4.59,1.00,2.54
37342,10.60,-4.45,-1.51,2.54
37373,9.98,-2.77,-2.62,2.53
37403,6.34,-1.48,-1.58,2.53
37434,8.04,-6.32,-2.97,2.54
37464,11.65,-1.64,-1.87,2.55
37495,11.90,-0.95,-2.88,2.54
37526,9.87,-5.64,4.70,2.54
37555,9.68,-2.58,-6.69,2.54
37585,11.59,0.27,5.03,2.53
37614,8.04,3.19,-2.07,2.54
37644,10.01,0.42,-2.32,2.55
37673,15.97,-4.11,1.32,2.54
37704,10.13,-0.82,0.64,2.54
37734,10.33,-0.05,1.18,2.54
37765,9.38,-0.88,0.20,2.54
37793,12.11,-1.61,-1.10,2.53
37824,8.88,-3.89,-5.76,2.55
37855,7.08,-4.76,-1.78,2.53
37884,11.96,-1.74,1.90,2.54
37915,12.51,-4.62,-4.80,2.54
37946,7.48,0.76,2.27,2.54
37975,5.38,-0.74,-3.51,2.54
38004,5.97,-1.05,-4.27,2.55
38035,6.35,-5.83,-5.96,2.53
38065,14.43,-0.13,6.37,2.52
38095,9.22,-1.80,-0.77,2.54
38125,6.62,-5.43,-4.84,2.54
38155,9.60,-3.82,-2.28,2.54
38185,4.76,1.80,-5.77,2.54
38214,13.20,-4.03,-2.90,2.54
38246,10.41,-3.24,-2.35,2.54
38277,9.80,-1.42,-6.43,2.54
38307,11.78,-1.47,1.49,2.55
38337,10.27,-2.02,-1.58,2.54
38369,9.86,-3.91,-4.65,2.54
38398,7.46,-1.05,-3.85,2.54
38429,10.18,-0.65,0.09,2.55
38459,10.79,-2.35,-1.79,2.54
38490,8.70,-0.02,0.82,2.54
38519,6.57,-2.76,0.77,2.54
38548,6.96,-2.10,-3.65,2.54
38579,9.96,-2.22,-0.84,2.53
38608,7.75,-2.95,-1.39,2.54
38639,7.73,1.00,-3.75,2.54
38668,7.43,-1.70,-5.47,2.54
38699,8.98,-2.99,-6.34,2.53
38728,8.33,-1.44,-0.32,2.54
38759,8.73,-2.83,-3.00,2.54
38789,8.54,-2.04,-5.49,2.54
38818,8.78,-2.01,-2.82,2.54
38849,7.56,-3.49,-3.74,2.54
38879,10.89,-7.91,-5.32,2.52
38910,8.36,-0.71,-3.05,2.53
38940,11.91,-1.78,0.59,2.54
38971,13.91,-4.98,0.16,2.54
39001,7.18,-4.80,-2.56,2.53
39031,10.07,-2.50,-2.46,2.54
39062,9.73,-1.85,1.80,2.54
39092,7.12,0.65,-4.05,2.53
39120,8.75,-3.48,-3.12,2.53
39150,6.56,-1.59,-6.43,2.55
39181,12.22,-1.04,2.26,2.53
39211,11.32,-1.39,2.66,2.53
39241,9.38,-3.88,-4.28,2.54
39271,6.33,-3.42,-4.35,2.54
39302,11.32,-8.91,-3.15,2.55
39332,7.67,-0.88,-2.73,2.54
39363,6.39,0.37,-0.07,2.54
39392,6.93,-2.50,-3.19,2.53
39421,8.38,-3.20,-3.91,2.54
39452,8.40,-3.17,-5.08,2.54
39482,9.79,-0.04,1.85,2.53
39512,10.56,-1.05,-3.78,2.53
39542,9.93,-2.75,-1.04,2.54
39573,9.48,-1.90,-2.52,2.53
39603,5.82,-1.13,-4.85,2.56
39633,7.62,-3.34,4.68,2.53
39662,10.53,-0.35,-3.77,2.53
39694,12.00,2.13,3.42,2.53
39723,10.97,-2.56,0.80,2.54
39752,13.07,2.78,4.07,2.54
39782,9.90,-4.98,-3.34,2.53
39812,6.24,-3.67,-4.90,2.54
39842,10.93,-2.87,-2.28,2.54
39873,8.64,-0.14,1.87,2.54
39903,12.12,-0.50,0.10,2.54
39932,9.84,-1.86,-1.80,2.55
39963,10.47,0.32,0.17,2.54
39992,7.95,-2.13,-4.12,2.54
40023,8.19,-0.41,-2.59,2.54
40052,7.25,0.07,-3.24,2.55
40081,5.16,-2.42,-5.94,2.55
40112,10.46,0.86,-1.39,2.54
40141,12.13,1.19,-1.00,2.55
40172,9.75,-2.14,-1.32,2.54
40202,10.09,-1.54,-2.34,2.55
40233,9.64,-1.91,-4.17,2.54
40263,12.48,1.34,2.44,2.54
40293,7.74,1.15,-1.03,2.53
40322,10.09,-2.00,-2.55,2.54
40352,10.54,-1.25,-0.76,2.55
40384,9.35,-1.98,-3.22,2.54
40414,7.30,4.27,4.12,2.55
40442,17.05,0.49,3.34,2.52
40471,6.28,-3.77,-4.08,2.54
40502,6.34,1.65,-1.75,2.54
40530,10.17,0.24,-3.50,2.55
40561,6.69,-3.62,-4.65,2.54
40591,11.36,0.06,-7.52,2.54
40622,9.87,-0.83,0.13,2.54
